item_name:string,description:text,price:float,header:string,menu_id:int
Breakfast Sandwich,"Baked egg, herbed aioli, arugula, pickled onions served on house-made cayenne rosemary sweet potato biscuit.",9.00 ,Breakfast,38
Breakfast Margherita Pizza,Includes an egg.,13.00 ,Breakfast,38
Breakfast Meat Pizza,Includes an egg.,13.00 ,Breakfast,38
Breakfast White Pizza,Includes an egg.,13.00 ,Breakfast,38
2 Cheese Slices Combo,2 Slices of cheese pizza also comes with your choice of a canned soda or a bottle of water,6.00 ,Pizza Combos,38
1 Cheese and 1 Pepperoni Slice Combo,also comes with your choice of a canned soda or a bottle of water,6.50 ,Pizza Combos,38
2 Pepperoni Slices Combo,also comes with your choice of a canned soda or a bottle of water,7.00 ,Pizza Combos,38
1 Cheese Slice and 5 Piece Chicken Wings Combo,also comes with your choice of a canned soda or a bottle of water,8.00 ,Pizza and Wings Combos,38
1 Pepperoni Slice and 5 Piece Chicken Wings Combo,also comes with your choice of a canned soda or a bottle of water,8.50 ,Pizza and Wings Combos,38
Eggplant Parmesan Sandwich,"Breaded eggplant, marinara sauce, fresh basil, mozzarella and house made bread.",7.50 ,Sandwiches,38
Chicken Parmesan Sandwich,"Breaded chicken, marinara sauce, fresh basil, mozzarella cheese and house made bread.",7.50 ,Sandwiches,38
Mini Meatball Sub,"2 house made meatballs, marinara sauce, fresh basil, mozzarella cheese on a house made bread.",5.00 ,Sandwiches,38
Regular Meatball Sub,"4 house made meatballs, marinara sauce, fresh basil, mozzarella cheese on a house made bread.",10.00 ,Sandwiches,38
Eggplant Parmesan Sandwich Meal,"Breaded eggplant, marinara sauce, fresh basil, mozzarella and house made bread.",11.25 ,Sandwich Meals,38
Chicken Parmesan Sandwich Meal,"Breaded chicken, marinara sauce, fresh basil, mozzarella cheese and house made bread.",11.25 ,Sandwich Meals,38
Mini Meatball Sub Meal,"2 house made meatballs, marinara sauce, fresh basil, mozzarella cheese on a house made bread.",8.75 ,Sandwich Meals,38
Regular Meatball Sub Meal,"4 house made meatballs, marinara sauce, fresh basil, mozzarella cheese on a house made bread.",13.75 ,Sandwich Meals,38
Crossroad Nicoise Salad,"Organic mixed greens, tuna salad, hard boiled egg, sweet potato, green beans, tomato, red onions, lemon vinaigrette.",13.00 ,Salads,38
Mediterranean Kale Salad,"Organic kale, chickpeas, chicken breast, pecans, carrots, feta, parsley, tahini dressing.",13.00 ,Salads,38
Spinach Salad,"Organic spinach, cucumber, red onions, feta, tomatoes, black olives, avocado, hard boiled egg, balsamic vinaigrette.",13.00 ,Salads,38
Veggie Power Bowl Salad,Vegan.,13.00 ,Salads,38
Bacon and Eggs Wrap,Cured pork.,7.25 ,Breakfast Wrap,39
Cheese and Eggs Wrap,"Scrambled eggs, potatoes,salsa, cheese and choice of meat.",7.25 ,Breakfast Wrap,39
Kale salad,"Kale, romaine lettuce, fetta cheese, walnut, dried cranberries, cucumber, onions & balsamic vinaigrette dressing.",6.95 ,Fresh Salads,39
Greek Salad,"Romaine lettuce, red onions, tomato, cucumber, black olives, fetta cheese, balsamic vinaigrette dressing.",7.25 ,Fresh Salads,39
Spinach Salad,"Organic Spanish, red onions, dried cranberries, walnuts, bacon bits, balsamic vinaigrette dressing.",7.50 ,Fresh Salads,39
Caesar Salad,"Roasted chicken breast, romaine lettuce, Parmesan cheese, croutons and Caesar dressing.",7.75 ,Fresh Salads,39
Chef Salad,"Roasted chicken, romaine lettuce, hard boiled eggs, avocado, cucumber, bacon bits, and ranch dressing.",8.75 ,Fresh Salads,39
House salad,"Organic spring mix, cherry tomatoes, bell peppers, walnuts, fetta cheese & balsamic vinaigrette dressing.",7.75 ,Fresh Salads,39
Roasted Turkey Sandwich,"Mayonnaise, mustard, lettuce, tomatoes, and pickles.",9.75 ,Oven Roasted Sandwiches,39
Roasted Turkey and Ham Sandwich,"mayonnaise, mustard, lettuce, tomatoes, and jalapenos.",11.25 ,Oven Roasted Sandwiches,39
Roast Turkey and Avocado Sandwich,"mayonnaise, mustard, lettuce, tomato, and pickles and red onions.",9.95 ,Oven Roasted Sandwiches,39
Roast Turkey and Cranberry,"mayonnaise, pickles, tomatoes, lettuce.",9.95 ,Oven Roasted Sandwiches,39
Turkey California club,"bacon, avocado, Mayonnaise, mustard, pickles, jalapeno, lettuce, and tomatoes.",10.95 ,Oven Roasted Sandwiches,39
Chicken sandwich,"Mayonnaise, mustard, pickles, jalapenos, onions, tomatoes, and lettuce.",9.50 ,Oven Roasted Sandwiches,39
Tuna Melt,"Cheddar cheese, lettuce, tomatoes, pickles .",9.75 ,Oven Roasted Sandwiches,39
Black forest ham,"Mayonnaise, honey mustard, pickles, jalapenos, tomatoes & lettuce",9.75 ,Oven Roasted Sandwiches,39
Roast beef Sandwich,"mayonnaise, mustard, lettuce, pepperchinis, onions, tomatoes & pickles.",10.25 ,Oven Roasted Sandwiches,39
Hot pastrami Sandwich,"Mayonnaise, dijon mustard, pickles, jalapenos, tomatoes & lettuce.",10.50 ,Oven Roasted Sandwiches,39
Meatball marinara sauce Sandwich,"Mozzarella cheese, marinara sauce.",9.75 ,Oven Roasted Sandwiches,39
BLTA,"Bacon, avocado, mayonnaise, tomatoes, and lettuce.",9.45 ,Oven Roasted Sandwiches,39
Grilled cheese,"Cheddar cheese, american, swiss & tomatoes .",6.75 ,Oven Roasted Sandwiches,39
Combination Sandwich,"Roast beef, ham, roast Turkey, salami, mayonnaise, spicy mustard, pickles, jalapenos, tomatoes & lettuce.",11.25 ,Oven Roasted Sandwiches,39
Reuben sandwich,"Corned beef, sauerkraut, swiss cheese & thousand island sauce.",10.50 ,Oven Roasted Sandwiches,39
Italian salami sandwich,"Mayonnaise, mustard, pickles, pepperchinis, onions, tomatoes & lettuce.",9.25 ,Oven Roasted Sandwiches,39
Tuna salad,"Spicy mustard, pickles, tomatoes, pepperchinis & lettuce.",8.75 ,Oven Roasted Sandwiches,39
Mortadella sandwich,"Provolone cheese, mayonnaise, mustard, onions, jalapenos, lettuce & tomatoes.",9.95 ,Oven Roasted Sandwiches,39
Veggie sandwich,"Cheddar cheese, Hummus, avocado, tomatoes, peppers, olives, cucumber & greens.",8.75 ,Oven Roasted Sandwiches,39
Bacon and Eggs Bagel,"Scrambled eggs, cheese & bacon.",7.25 ,Bagel Breakfast,39
Ham and Eggs Bagel,"Scrambled eggs, smoked ham & cheese.",7.25 ,Bagel Breakfast,39
Bagel smoked salmon,"Cream cheese, smoked salmon, tomatoes, onions & capers.",7.95 ,Bagel Breakfast,39
Bagel Cream Cheese,Bread made from yeast.,3.25 ,Bagel Breakfast,39
Sausage egg & cheese bagel,"Scrambled eggs, sausage & cheese",7.25 ,Bagel Breakfast,39
Bagel peanut butter & jelly,Bread made from yeast.,3.50 ,Bagel Breakfast,39
Cheese and Eggs Croissant,"Butter croissant, scrambled egg & cheese.",7.25 ,Croissant Breakfast,39
Bacon and Eggs Croissant,"Butter croissant, scrambled egg & cheese.",7.25 ,Croissant Breakfast,39
Ham and Eggs Croissant,"Butter croissant, scrambled egg & cheese.",7.25 ,Croissant Breakfast,39
Super falafel vegan *,"Falafel, Hummus, tomatoes, cucumbers, tabbouleh.",9.25 ,Middle east special,39
Veggie wrap vegan,"Pitta bread, Hummus, dolma, tomatoes, cucumbers, jalapenos, onions & greens.",9.25 ,Middle east special,39
Chicken wrap,"Pitta bread, seasoned chicken breast, Hummus, tomatoes, cucumbers, pickles & greens.",9.75 ,Middle east special,39
Veggie plate,"Falafel, Hummus, dolmas, tomato & cucumbers salad, babaganoush, tabbouleh salad & pitta bread.",11.25 ,Middle east special,39
Chirashi Special,market fish.,36.00 ,Chirashi Special,40
Edamame,Salted soybeans.,5.00 ,Appetizers,40
Side of Rice,Soup that is made from miso paste.,3.00 ,Appetizers,40
Miso Soup,Cucumber salad with vinaigrette dressing and sesame seed.,5.00 ,Appetizers,40
Cucumber Sunomono,"Tempura nori topped with salmon poke, avocado mash and wasabi mayo.",5.00 ,Appetizers,40
Fish Tacos,"Cucumber salad with vinaigrette dressing, topped with snow crab sesame seed.",16.00 ,Appetizers,40
Crab Sunomono,Vegan.,10.00 ,Appetizers,40
Seaweed Salad,"Assorted sashimi over mixed green with tobiko, seaweed, kaiware, and cucumber.",7.00 ,Appetizers,40
Sashimi Salad,Sweet onion and octopus.,18.00 ,Appetizers,40
Tuna Poke,"Kaiware, tobiko and ponzu.",13.00 ,Appetizers,40
Seared Albacore Tataki,"Avacado, onion, yuzu juice, soy, extra-virgin olive oil and sea salt.",12.00 ,Appetizers,40
Hamachi Carpaccio,"Seared with ponzu, white onions, capers, black pepper, daikon and argula.",14.00 ,Appetizers,40
Today's Fish Market,2 piece White tuna.,24.00 ,Nigiri,40
Albacore Nigiri,2 piece crab.,8.00 ,Nigiri,40
Kani Nigiri,2 piece Mackerel.,9.00 ,Nigiri,40
Saba Nigiri,2 piece sea trout.,9.00 ,Nigiri,40
Sea Trout Nigiri,2 pieces salmon.,9.00 ,Nigiri,40
Sake Nigiri,2 pieces seared white tuna.,9.00 ,Nigiri,40
Seared Albacore Nigiri,2 pieces flying fish roe.,9.00 ,Nigiri,40
Tobiko Nigiri,2 pieces fresh water eel.,9.50 ,Nigiri,40
Unagi Nigiri,2 pieces butter fish.,9.50 ,Nigiri,40
Walu Nigiri,Vegetarian.,10.00 ,Nigiri,40
Inari Nigiri,2 pieces Octopus.,7.00 ,Nigiri,40
Tako Nigiri,2 pieces salmon belly.,11.00 ,Nigiri,40
Sake Toro Nigiri,2 pieces tuna.,11.00 ,Nigiri,40
Maguro Nigiri,2 pieces cooked prawn.,9.00 ,Nigiri,40
Ebi Nigiri,2 pieces scallops.,8.50 ,Nigiri,40
Hotate Nigiri,2 pieces yellowtail.,10.00 ,Nigiri,40
Hamachi Nigiri,2 pieces salmon roe.,9.50 ,Nigiri,40
Ikura Nigiri,2 pieces hamachi belly.,8.50 ,Nigiri,40
Sunazuri Nigiri,2 pieces sea urchin.,12.00 ,Nigiri,40
Amaebi Nigiri,2 pieces spot prawn with fried head.,13.00 ,Special Nigiris,40
Sake Toro Nigiri,2 pieces salmon belly.,11.00 ,Special Nigiris,40
Chu Toro Nigiri,2 pieces medium fatty tuna.,15.00 ,Special Nigiris,40
Bluefin Tuna Nigiri,2 pieces.,11.50 ,Special Nigiris,40
O Toro Nigiri,Fatty tuna.,18.00 ,Special Nigiris,40
Madai Nigiri,Red snapper.,11.00 ,Special Nigiris,40
Suzuki Nigiri,2 pieces sea bass.,11.00 ,Special Nigiris,40
Albacore Toro Nigiri,Fatty albacore tuna.,12.00 ,Special Nigiris,40
Kanpachi Nigiri,Amberjack.,11.00 ,Special Nigiris,40
Uni,2 pieces,20.00 ,Special Nigiris,40
Tekka Maki,Tuna roll.,8.00 ,Maki,40
Real Crab California Maki,"Real crab, avocado, and sesame seeds.",11.00 ,Maki,40
Jalapeo Hamachi Maki,Jalapeo with yellowtail and sea salt.,9.00 ,Maki,40
Rock & Roll Maki,"Unagi, avocado, tobiko and unagi sauce.",10.00 ,Maki,40
Crab & Shrimp Tempura Hand Roll Maki,With unagi sauce.,10.00 ,Maki,40
Negi Hama Maki,Hamachi with green onion and sesame seed.,10.00 ,Maki,40
Salmon Avocado Maki,Salmon and avocado.,11.00 ,Maki,40
Kappa Maki,Cucumber roll.,6.00 ,Maki,40
Sweet Potato Maki,Vegan.,7.50 ,Maki,40
Shiitake Mushroom Maki,Vegan.,8.00 ,Maki,40
Shiitake and Asparagus Maki,Vegan.,11.00 ,Maki,40
Asparagus Maki,Vegan.,8.00 ,Maki,40
Castro Special Roll,"Crab and avocado roll topped with salmon, hamachi, maguro, and albacore or walu.",19.00 ,Special Rolls,40
Crunchy California Roll,"Tempura California roll with spicy mayo, scallions, and tobiko, unagi sauce.",14.00 ,Special Rolls,40
Daddy Roll,"Green onion tempura, avocado, shiso and tobiko roll topped with ocean trout and yuzu sauce.",18.00 ,Special Rolls,40
Domo Roll,"Baked California roll with salmon, scallops outside, spicy mayo, unagi glaze, tobiko, and scallions.",18.00 ,Special Rolls,40
Dragon Roll,"Shrimp tempura topped unagi, avocado with unagi sauce.",17.00 ,Special Rolls,40
Hot Tuna Roll,"Tempura fried spicy tuna roll with spicy mayo, avocado, tobiko, and unagi sauce.",17.00 ,Special Rolls,40
Hulk Roll,"Spicy tuna and avocado, tobiko wrapped in a cucumber sheet with ponzu sauce.",16.00 ,Special Rolls,40
Red Dragon Roll,"Shrimp tempura and cucumber roll, topped with spicy tuna, tobiko and unagi sauce.",17.00 ,Special Rolls,40
Salmon Citron Roll,"Avocado lemon slices, shiso, and cucumber.",13.00 ,Special Rolls,40
Spicy Tuna Roll,"Spicy tuna with avocado, Sriracha, cucumber, shiso and EVOO.",13.00 ,Special Rolls,40
Temptation Roll,"Shrimp tempura, unagi, avocado, and crab roll with unagi sauce.",17.00 ,Special Rolls,40
Veggie Roll,"Vegan Sweet potato, shiitake, avocado, shiso, cucumber, and sesame seeds.",14.50 ,Special Rolls,40
Negi Toro Roll,Fatty tuna and scallions.,12.00 ,Special Rolls,40
Firecracker Balls Roll,"Panko fried spicy tuna balls, spicy mayo, unagi sauce, sriracha and tobiko.",15.50 ,Special Rolls,40
Market Sashimi,Premium market fish with uni.,28.00 ,Sashimi,40
Sake Sashimi,Salmon.,17.00 ,Sashimi,40
Sea Trout Sashimi,Premium market fish.,19.00 ,Sashimi,40
Market Sashimi,Tuna.,38.00 ,Sashimi,40
Maguro Sashimi,Fatty tuna sashimi.,18.00 ,Sashimi,40
Toro Sashimi,White tuna.,36.00 ,Sashimi,40
Albacore Sashimi,Yellowtail.,17.00 ,Sashimi,40
Hamachi Sashimi,Hamachi belly.,18.00 ,Sashimi,40
Trecciolina Salad,"Fresh Organic arugula, hearts of palm, tomatoes, shaved Parmigiano Reggiano cheese and mozzarella cheese in lemon avocado vinaigrette.",12.00 ,Salads,41
Pear Salad,"Fresh Organic Arugula, Nectarine, goat cheese and pumpkin seeds in lemon honey thyme dressing.",12.00 ,Salads,41
Fried Calamari and Shrimp,"Deep-fried calamari, shrimp, and fresh vegetables.",14.00 ,Small Plates,41
Polpo alla Griglia,"Grilled Mediterranean octopus served with arugula, cherry tomato, red onion, with anchovies sauce.",16.00 ,Small Plates,41
Brussels Sprout Plate,"Fried Brussels sprout, pancetta (bacon) Parmigiano Reggiano and red wine vinegar.",12.00 ,Small Plates,41
Burrata Plate,"Burrata cheese with heirloom tomato, arugula, red onion, balsamic reduction, served with toasted bread",15.00 ,Small Plates,41
Brussels Sprout,"Fried Brussels sprouts, pancetta, Parmigiano Reggiano, red wine vinegar",12.00 ,Small Plates,41
Polpettine,"Neapolitan style meatballs in a spicy tomato sauce, served with grilled bread",13.00 ,Small Plates,41
Olives Plate,Assorted Mediterranean olives with herbs and lemon zest,6.00 ,Small Plates,41
Bread Basket,French baguette,3.50 ,Small Plates,41
Croquette,"Potato croquette with Gruyere cheese, Parmesan cheese, leeks, parsley, served with Truffle Fondue",12.00 ,Small Plates,41
Clams &Nduja,"Sauteed manila clams with nduja,garlic,white wine.",14.00 ,Small Plates,41
Ravioli,"Homemade spinach ravioli, filled with wild mushrooms and ricotta and fondue truffle sauce.",19.00 ,Pasta,41
Marechiaro Pasta,"Homemade squid ink tagliolini, jumbo scallops, clams, roasted garlic and in light spicy tomato sauce.",20.00 ,Pasta,41
Lasagna,"Home made neapolitan lasagna with (veal, beef, pork) ricotta cheese, fresh mozzarella, tomato sauce, parmigiano reggiano cheese , basil",18.00 ,Pasta,41
Il Ragu,Homemade tube pasta with braised Pork Ragu and Parmigiano Reggiano Cheese,17.00 ,Pasta,41
Delizia,"Homemade Fettuccine pasta, with Oyster mushrooms, fresh asparagus, cherry tomatoes, shallots, garlic, white wine sauce",17.00 ,Pasta,41
Oxtail,Homemade tube pasta with braised Oxtail Ragu` and Parmigiano Reggiano cheese,20.00 ,Pasta,41
IL CEPPO PASTA,"Fresh egg spaghetti, with imported italian cherry tomato, basil, parmigiano reggiano",15.00 ,Pasta,41
Fiocchi di pera,Egg pasta filled with robiola cheese and pear with gorgonzola and radicchio sauce.,19.00 ,Pasta,41
Margherita Pizza,"San Marzano tomato, Fior di latte mozzarella Parmigiano Reggiano, basil and extra virgin olive oil.",15.00 ,Red Pizza,41
Pulcinella Pizza,"Light san Marzano tomato, eggplant, cherry tomato, Fior di latte, baked ricotta Salata on top and basil pesto.",19.00 ,Red Pizza,41
Chorizo Pizza,"San Marzano tomato, Fior di latte mozzarella, spicy Spanish chorizo, red onion.",19.00 ,Red Pizza,41
Jalapeno Pizza,"San Marzano tomato, Fior di latte mozzarella, Italian salami, spicy Italian sausage, Leeks, basil and jalapeno.",19.00 ,Red Pizza,41
Nuja Pizza,"Smoked Fior de latte Mozzarella, `Nduja (Spicy cured Pork),sautted Rapini, Fennel Pollen",19.00 ,Red Pizza,41
calzone pizza,"Fior di Latte mozzarella, ricotta san marzano tomato, mushroom, italian salami, ham, basil",18.00 ,Red Pizza,41
La Carne Pizza,"San Marzano tomato, fior di latte mozzarella, spanish chorizo, italian sausage",19.00 ,Red Pizza,41
Formaggi & Sage,"Fior di latte Mozzarella, Gorgonzola, Fontina, Parmesan cheese, sage",18.00 ,White Pizza,41
Fungo Pizza,"Wild mushrooms, goat cheese, fontina cheese, thyme, truffle oil and Italian chilies.",19.00 ,White Pizza,41
Doppio Zero Pizza,"Fior di latte mozzarella, burrata cheese, 24 months Prosciutto di Parma, arugula, shaved Parmigiano Reggiano and extra virgin olive oil.",20.00 ,White Pizza,41
Napule' pizza,"Fried pizza filled with Smoked Fior di latte mozzarella, ricotta cheese, tomato sauce, italian salami, black pepper",18.00 ,White Pizza,41
Rapini,"Berkata cheese,sauteed rapini,calabrian chilies,garlic,parmigiano reggiano.",19.00 ,White Pizza,41
Pizza Napule',"Fried pizza filled with smoked fior di latte mozzarella, ricotta cheese, tomato sauce, ham, Italian salami, and black pepper.",19.00 ,House Specialty Pizzas,41
Calzone,"Filled pizza with Fior di latte mozzarella, ricotta cheese, San Marzano tomato, mushrooms, salami, ham and basil",19.00 ,House Specialty Pizzas,41
Salmone alla Griglia,Served with fresh vegetables.,26.00 ,Entrees,41
Bistecca,"black Angus rib-eye steak, served with roasted potatoes",32.00 ,Entrees,41
Zuppa Di Pesce,"Seafood soup, clams, mussels, calamari, shrimp, fresh fish, in light spicy tomato broth.",30.00 ,Entrees,41
Bistecca,Skirt steak 8oz with tapenate sauce served with french fries.,27.00 ,Entrees,41
Truffle French Fries,Shoe strings fries with truffle oil.,7.00 ,Sides,41
Broccolini,"Sauteed broccolini, olive oil, garlic and Italian chilies.",8.00 ,Sides,41
Shishito Peppers,Sauteed shishito peppers with garlic and olive oil,8.00 ,Sides,41
Lasagna Homemade,"4 servings.Ready to bake.Home made neapolitan lasagna with (veal, beef, pork) ricotta cheese, fresh mozzarella, tomato sauce, parmigiano reggiano cheese , basil",54.00 ,Italian Specialty,41
Eggplant Parmigiana,"4 servings.Ready to bake.Traditional italian parmigiana made with layers of eggplant, marinara sauce, fresh basil, Fior di Latte Mozzarella and Parmigiano Reggiano Cheese",54.00 ,Italian Specialty,41
Meatballs Homemade,5 servings.,40.00 ,Italian Specialty,41
Positano Sandwich,"Avocado spread with grilled eggplant mozzarella, tomatoes, and organic arugula.",12.00 ,Sandwiches,41
Ischia Sandwich,"Grilled chicken breast, sun-dried tomatoes, bell peppers, provolone cheese, and caramelized onion shoestrings fries with truffle oil.",12.00 ,Sandwiches,41
Coconut - Non Dairy,Coconut milk and more coconut.,8.99 ,Ice Cream Pints,42
French Vanilla Ice Cream,"Rich and creamy, the perfect vanilla custard.",11.00 ,Ice Cream Pints,42
Lemon Sorbet- Non Dairy,"Lemon, sugar, and water come together to create a classic sorbet that will not last long in the freezer.",11.00 ,Ice Cream Pints,42
